Bedroom,Bathroom,Property Size,Facilities,Building Name,Developer,Tenure Type,Address,Completion Year,# of Floors,Total Units,Property Type,Parking Lot,Floor Range,Land Title,price,state,facility_count,price_per_sqft
4.0,3.0,1250,"Multipurpose hall, Parking, Jogging Track, Playground, Swimming Pool, Gymnasium, Barbeque area, Security, Lift",Scenaria @ North Kiara Hills,UOA Group,Freehold,"Off Jalan Segambut, Taman Sri Sinar, Segambut, Kuala Lumpur",2015.0,36,981,Condominium,2,Medium,Bumi Lot,650000,Kuala Lumpur,9,520.0
3.0,1.0,646,"Parking, Security, Lift",Pinang Court 1,IJM LAND BERHAD,Leasehold,"Jelutong, Jelutong, Penang",,12,556,Condominium,,Medium,Non Bumi Lot,280001,Penang,3,433.438080495356
3.0,2.0,925,"Gymnasium, Parking, Security, Sauna, Club house, Playground, Jogging Track, Tennis Court, Barbeque area, Lift",The Spring,IJM LAND BERHAD,Leasehold,"Lebuh Sungai Pinang 2, Jelutong, Penang",2017.0,22,396,Condominium,2,Medium,Non Bumi Lot,565000,Penang,10,610.8108108108108
3.0,2.0,890,"Parking, Barbeque area, Swimming Pool, Multipurpose hall, Playground, Jogging Track, Security",Utropolis Serviced Apartment 1,Paramount Property,Freehold,"Persiaran Kerjaya Off Jalan Kontraktor U1/14, Glenmarie, Selangor",,,414,Apartment,1,High,Non Bumi Lot,510000,Selangor,7,573.0337078651686
3.0,2.0,774,"Gymnasium, Jogging Track, Parking, Security, Tennis Court, Squash Court, Minimart, Playground, Swimming Pool, Lift, Sauna, Barbeque area, Multipurpose hall, Club house",Shamelin Star,Landmark Zone Sdn. Bhd.,Leasehold,"Jalan 4/91, Taman Shamelin Perkasa, Cheras, Kuala Lumpur",2016.0,36,630,Service Residence,1,Medium,Non Bumi Lot,530000,Kuala Lumpur,14,684.7545219638243
3.0,2.0,1069,"Lift, Security, Minimart, Parking, Playground",Pangsapuri Saujana Permai 2,Majlis Perbandaran Kajang,Freehold,"Jalan Bukit Mutiara 1, Sentosa Heights, Kajang, Selangor",2006.0,22,246,Apartment,,,Non Bumi Lot,252000,Selangor,5,235.73433115060806
3.0,2.0,700,,Desa Baiduri,,Leasehold,"Jalan RU 1, Ayer Itam, Penang",,,,Apartment,2,Low,Non Bumi Lot,258000,Penang,,368.57142857142856
3.0,2.0,721,"Parking, Security, Lift, Swimming Pool, Playground",Taman Jade View,,Freehold,"Jalan Bukit Gambier, Gelugor, Penang",1998.0,13,496,Condominium,1,Medium,Non Bumi Lot,270000,Penang,5,374.47988904299586
3.0,2.0,700,"Security, Parking, Lift",Desa Bistari (Gelugor),,Freehold,"Lintang Pantai Jerjak, 11700 Gelugor, Penang, Gelugor, Penang",2000.0,22,403,Condominium,1,High,Non Bumi Lot,338000,Penang,3,482.85714285714283
2.0,1.0,570,,Taman Daya - Jalan Nibong 14,,Freehold,"Jalan Nibong 14, Taman Daya, Tebrau, Johor",,,,Flat,,Low,Non Bumi Lot,175000,Johor,,307.0175438596491
2.0,2.0,1188,"Barbeque area, Security, Sauna, Multipurpose hall, Gymnasium, Tennis Court, Jogging Track, Playground, Swimming Pool",Casa Tropicana,Dijaya Group Corporation,Leasehold,"Jalan Tropicana Utara, Tropicana, Petaling Jaya, Selangor",2008.0,24,296,Condominium,2,Medium,Bumi Lot,550000,Selangor,9,462.962962962963
3.0,2.0,650,"Parking, Playground",Taman Sri Tanjung (Semenyih) Flat,,Leasehold,"Off Jalan Sungai Lalang,Taman Sri Tanjung, Semenyih, Selangor",,5,,Flat,,Medium,Bumi Lot,100000,Selangor,2,153.84615384615384
3.0,1.0,603,"Parking, Lift",Pangsapuri Pandan Cahaya,,Leasehold,"Jalan Pandan Cahaya 2/3A, Pandan Cahaya, Selangor, Ampang",,,,Apartment,,Medium,Bumi Lot,200000,Ampang,2,331.6749585406302
3.0,2.0,852,"Parking, Swimming Pool, Barbeque area, Security, Minimart, Gymnasium, Playground, Multipurpose hall, Jogging Track, Club house",Vista Lavender,Talam Transform Berhad,Leasehold,"Persiaran Kinrara Seksyen 3, Bandar Kinrara, Puchong, Selangor",2000.0,12,,Apartment,1,High,Non Bumi Lot,299000,Selangor,10,350.9389671361502
2.0,2.0,765,"Swimming Pool, Gymnasium, Parking, Security, Lift",The Clovers,Asia Green Group,Freehold,"Jalan Merbah Off Jalan Dato Ismail Hashim, Sungai Ara, Penang",2017.0,42,670,Condominium,2,High,Non Bumi Lot,400000,Penang,5,522.875816993464
2.0,2.0,565,"Security, Gymnasium, Swimming Pool, Barbeque area, Sauna, Multipurpose hall, Playground",Central Residence @ Sg Besi,Yuk Tung Group,Freehold,"Jalan Sungai Besi, Sungai Besi, Kuala Lumpur",2015.0,27,526,Apartment,2,High,Non Bumi Lot,320000,Kuala Lumpur,7,566.3716814159292
3.0,2.0,800,"Gymnasium, Parking, Security, Minimart, Playground, Swimming Pool, Lift, Jogging Track, Sauna",D'Cassia Apartment,SP Setia Berhad,Freehold,"Jalan Ecohill 1/2, Semenyih, Selangor",2019.0,,635,Apartment,,,Non Bumi Lot,250000,Selangor,9,312.5
3.0,2.0,1019,"Playground, Barbeque area, Gymnasium, Swimming Pool, Parking, Security, Jogging Track, Multipurpose hall",Scenaria @ North Kiara Hills,UOA Group,Freehold,"Off Jalan Segambut, Taman Sri Sinar, Segambut, Kuala Lumpur",2015.0,36,981,Condominium,,,Non Bumi Lot,599999,Kuala Lumpur,8,588.8115799803729
3.0,2.0,1363,,Bayu Sentul Condominium,Arus Embun Sdn Bhd (Melati Ehsan Group),Leasehold,"Jalan Dato Senu 3, Taman Dato Senu, Sentul, Kuala Lumpur",2015.0,26,360,Condominium,,,Non Bumi Lot,499999,Kuala Lumpur,,366.8371239911959
3.0,2.0,833,"Security, Minimart, Swimming Pool, Barbeque area, Club house, Parking, Playground",Villa Krystal,Orando Holdings Sdn Bhd,Freehold,"Jalan Silat Lincah, Bandar Selesa Jaya, Johor Bahru, Johor",2017.0,20,,Apartment,,Medium,Non Bumi Lot,238000,Johor,7,285.7142857142857
3.0,2.0,830,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Minimart, Multipurpose hall",Genting Court Condominium,Immetec Sdn Bhd,Leasehold,"Jalan Teratai, Taman P Ramlee, Setapak, Kuala Lumpur",1995.0,14,1008,Condominium,1,Medium,Non Bumi Lot,250000,Kuala Lumpur,9,301.2048192771084
3.0,2.0,800,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track",Seasons Garden Residences @ Wangsa Maju,SCP Group,Leasehold,"Jalan 26/26, Taman Setapak Jaya, Wangsa Maju, Kuala Lumpur",2017.0,34,1502,Apartment,1,Medium,Non Bumi Lot,400000,Kuala Lumpur,11,500.0
3.0,2.0,730,"Parking, Security, Lift",Taman Harbour View,,Leasehold,"123 Weld Quay, Georgetown, Penang",,10,184,Apartment,1,Low,Non Bumi Lot,278000,Penang,3,380.82191780821915
3.0,2.0,1036,"Gymnasium, Playground, Swimming Pool, Jogging Track, Sauna, Club house, Security, Barbeque area, Multipurpose hall, Lift, Parking",Setia Sky Ville,Kay Pride Sdn Bhd (S P Setia Bhd Group),Freehold,"Lorong Slim, Jelutong, Penang",2021.0,33,550,Condominium,2,Medium,Non Bumi Lot,750000,Penang,11,723.9382239382239
3.0,2.0,700,"Parking, Security, Multipurpose hall, Jogging Track, Barbeque area, Playground, Gymnasium, Lift",Harmony View,Belleview Group,Freehold,"Lintang Slim, Off Perak Road, Jelutong, Penang",2009.0,23,,Apartment,1,Medium,Non Bumi Lot,385000,Penang,8,550.0
3.0,2.0,800,"Parking, Security, Lift",The Rise Collection 2,Zubicon Sdn. Bhd.,Leasehold,"The Rise Collection 2, Georgetown, Penang",2016.0,,1900,Apartment,1,Medium,Non Bumi Lot,420000,Penang,3,525.0
3.0,2.0,800,"Parking, Security, Lift",The Rise Collection 2,Zubicon Sdn. Bhd.,Leasehold,"The Rise Collection 2, Georgetown, Penang",2016.0,,1900,Apartment,2,Medium,Non Bumi Lot,420000,Penang,3,525.0
3.0,2.0,700,"Parking, Security, Gymnasium, Jogging Track, Playground, Barbeque area, Lift",Taman Kheng Tian,Belleview Group,Freehold,"Jalan Van Praagh, Jelutong, Penang",2006.0,20,,Apartment,1,Low,Non Bumi Lot,399000,Penang,7,570.0
2.0,1.0,624,,Seksyen 2 Wangsa Maju Flat Block D,,Leasehold,"Jalan 4/27A Seksyen 2, Wangsa Maju, Kuala Lumpur",,,,Flat,,,Non Bumi Lot,175000,Kuala Lumpur,,280.44871794871796
3.0,2.0,628,"Parking, Minimart, Security, Playground",Seri Nilam Apartment,Sri Tunas Sdn Bhd,Leasehold,"Selangor, Ampang, Ampang, Selangor",,14,90,Apartment,,Medium,Bumi Lot,140000,Selangor,4,222.9299363057325
3.0,2.0,1049,"Security, Minimart, Jogging Track, Parking, Swimming Pool, Lift, Playground, Gymnasium",Kondominium Kristal,Worldwide Holdings,Leasehold,"Jalan Pualam 7/32, Seksyen 7, Shah Alam, Selangor",2006.0,12,260,Condominium,1,Medium,Bumi Lot,360000,Selangor,8,343.1839847473785
4.0,2.0,1050,"Playground, Security, Swimming Pool, Barbeque area, Parking, Minimart",Sri Kenangan,,Leasehold,"Jalan 1/27D, Wangsa Maju, Kuala Lumpur",,5,,Condominium,,,Bumi Lot,420000,Kuala Lumpur,6,400.0
3.0,2.0,999,"Parking, Swimming Pool, Playground, Security",Villaria (Petaling Jaya),,Leasehold,"Jalan PJS 5/32, Petaling Jaya, Selangor",,8,,Condominium,1,Low,Bumi Lot,375000,Selangor,4,375.37537537537537
4.0,2.0,1328,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track",Platinum Lake PV 20,Platinum Victory Group Sdn. Bhd.,Leasehold,"No. 5 Jalan Usahawan 2, Jalan Genting Kelang, Setapak, Kuala Lumpur",2014.0,25,800,Condominium,2,High,Non Bumi Lot,529000,Kuala Lumpur,10,398.3433734939759
4.0,3.0,1399,"Gymnasium, Swimming Pool, Parking, Jogging Track, Security",Flora Rosa,Putrajaya Holdings Sdn Bhd,Freehold,"Residence Flora Rosa Presint 11 Putrajaya, Putrajaya, Putrajaya",2020.0,17,676,Condominium,2,Medium,Non Bumi Lot,433094,Putrajaya,5,309.57398141529666
3.0,2.0,775,,Pangsapuri Kajang Perdana,,Leasehold,"Taman Kajang Perdana, Kajang, Selangor",,,,Apartment,1,,Bumi Lot,120000,Selangor,,154.83870967741936
3.0,2.0,1035,,8scape Residences @ Sutera,,Freehold,"Jalan Sutera Kuning, Taman Perling, Johor Bahru, Johor",2018.0,25,1255,Apartment,1,Medium,Non Bumi Lot,485000,Johor,,468.5990338164251
3.0,2.0,1090,,Sentral Residences @ Kajang,TKS Projects Sdn Bhd,Freehold,"Taman Kajang Sentral, Kajang, Selangor",2015.0,14,270,Service Residence,,,Non Bumi Lot,350000,Selangor,,321.10091743119267
3.0,2.0,815,Parking,Taman Miharja Apartment (LRT Miharja),,Leasehold,"Jalan 1/93, Taman Miharja 55200, Cheras, Kuala Lumpur",,14,,Apartment,1,,Bumi Lot,250000,Kuala Lumpur,1,306.7484662576687
3.0,2.0,856,"Gymnasium, Parking, Swimming Pool, Security, Lift","Spring & Summer Tower, All Seasons Park",Belleview Group,Freehold,"Thean Teik Hwy, Ayer Itam, Penang",,,808,Condominium,2,Medium,Non Bumi Lot,510000,Penang,5,595.7943925233645
4.0,3.0,1600,"Playground, Gymnasium, Squash Court, Jogging Track, Security, Swimming Pool, Parking, Barbeque area, Lift",Asia Heights,Asia Green Group,Freehold,"Lorong Semarak Api 3, Ayer Itam, Penang",2007.0,22,816,Condominium,2,Medium,Non Bumi Lot,660000,Penang,9,412.5
3.0,2.0,700,"Playground, Security, Barbeque area, Parking, Jogging Track",Suria Vista,OHM Group,Freehold,"Tingkat Paya Terubong 4, Jalan Paya Terubong, Paya Terubong, Penang",,16,256,Apartment,1,Medium,Non Bumi Lot,330000,Penang,5,471.42857142857144
3.0,2.0,750,"Security, Jogging Track, Playground, Multipurpose hall, Parking, Lift",Idaman Lavender 3,Sri Tunas Sdn Bhd,Freehold,"Lilitan Sungai Ara Off Jalan Dato Ismail Hashim, Bayan Lepas, Penang",,20,608,Apartment,1,Low,Non Bumi Lot,340000,Penang,6,453.3333333333333
3.0,2.0,1353,"Security, Lift, Swimming Pool, Playground, Parking",Arte S,Arte Corp,Freehold,"Off Persiaran Bukit Gambier, Gelugor, Penang",2018.0,49,480,Service Residence,2,Medium,Non Bumi Lot,690000,Penang,5,509.9778270509978
1.0,1.0,465,"Parking, Minimart, Sauna, Swimming Pool, Gymnasium, Security, Playground, Lift",Vista Impiana,LBS Bina Group Berhad,Leasehold,"Jalan Bukit Serdang 10/2, Taman Bukit Serdang, Seri Kembangan, Selangor",2004.0,21,,Apartment,1,High,Non Bumi Lot,168000,Selangor,8,361.2903225806452
3.0,2.0,1007,"Parking, Security, Playground, Gymnasium, Multipurpose hall",Taman Wangsa Apartments (Telipok),,Leasehold,"Pekan Telipok, Tuaran, Tuaran, Sabah",,,,Apartment,1,Low,Bumi Lot,250000,Sabah,5,248.26216484607747
3.0,2.0,750,,Simfoni @ Eco Majestic,,Freehold,"Jalan Eco Majestic 3A/5, Semenyih, Selangor",,,,Apartment,,Medium,Non Bumi Lot,230000,Selangor,,306.6666666666667
3.0,2.0,650,"Parking, Minimart, Security, Playground",Sri Tanjung Apartment (Subang Jaya),,Freehold,"Jalan USJ 16/6, Subang Jaya, Selangor",2007.0,10,,Apartment,,,Non Bumi Lot,195000,Selangor,4,300.0
3.0,2.0,835,,Dataran Otomobil Apartment,Muafakat Sdn Bhd / PKNS,Leasehold,"Kompleks Otomobil, Seksyen 15, Shah Alam, Shah Alam, Selangor",,,,Apartment,,Low,Bumi Lot,230000,Selangor,,275.4491017964072
4.0,3.0,1302,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",BaysWater,IJM Land Berhad,Freehold,"2A - 2B, Lebuh Tunku Kudin 2, Gelugor, Penang",2007.0,,396,Condominium,2,High,Non Bumi Lot,920000,Penang,14,706.605222734255
3.0,2.0,868,"Jogging Track, Parking, Minimart, Playground, Swimming Pool, Tennis Court",Cahaya Permai,Tujuan Ehsan Sdn Bhd,Leasehold,"Persiaran Permai Sentosa, Taman Prima Tropika, Seri Kembangan, Selangor",2010.0,,300,Apartment,1,,Bumi Lot,340000,Selangor,6,391.70506912442397
3.0,2.0,1016,"Parking, Minimart, Security",Melur Apartment (Sentul),Bintai Kinden Corporation,Leasehold,"No. 72A, Jalan 2/48A, Sentul, Kuala Lumpur",2006.0,21,800,Apartment,,,Non Bumi Lot,325000,Kuala Lumpur,3,319.88188976377955
4.0,2.0,912,"Security, Parking, Swimming Pool, Playground",Vista Seri Alam,,Freehold,"Persiaran Seri Alam, Bandar Seri Alam, Pasir Gudang, Johor",2004.0,38,1112,Apartment,1,Low,Non Bumi Lot,258000,Johor,4,282.89473684210526
3.0,2.0,883,,Menara Rajawali,,Leasehold,"Jalan 6/56, Setiawangsa, Kuala Lumpur",,,,Apartment,,,Bumi Lot,260000,Kuala Lumpur,,294.4507361268403
3.0,2.0,950,"Playground, Security, Minimart, Swimming Pool, Barbeque area, Parking, Sauna",Merdeka Villa,Perbadanan Kemajuan Negeri Selangor (PKNS),Leasehold,"Jalan Merdeka Permai 2, Kampung Baru Ampang, Ampang, Kuala Lumpur",2006.0,15,,Apartment,,,Non Bumi Lot,305000,Kuala Lumpur,7,321.05263157894734
3.0,2.0,1018,,MH Platinum Residency,Platinum Victory Group Sdn. Bhd.,Leasehold,"Jalan Gombak, Setapak, Kuala Lumpur",,,,Apartment,,,Non Bumi Lot,405000,Kuala Lumpur,,397.8388998035363
3.0,2.0,915,"Swimming Pool, Sauna, Parking, Gymnasium, Lift, Multipurpose hall, Security, Playground, Jogging Track, Barbeque area",ANYA at Shorea Park,OSK Property,Freehold,"Shorea Park Jalan Meranti Puchong, Taman Meranti Permai, Puchong, Selangor",,,750,Service Residence,2,,Non Bumi Lot,443000,Selangor,10,484.1530054644809
3.0,2.0,1270,,Skycube Residence,GSD Land (M) Sdn Bhd,Freehold,"Off Jalan Paya Terubong, Sungai Ara, Penang",2017.0,30,410,Condominium,2,,Bumi Lot,660000,Penang,,519.6850393700787
3.0,1.0,614,,Apartment Permata (Bandar Perda),,Freehold,"Jalan Perda Utama, Bandar Perda, Bukit Mertajam, Penang",,5,,Apartment,,Low,Non Bumi Lot,190000,Penang,,309.44625407166126
2.0,2.0,818,"Security, Swimming Pool, Gymnasium, Parking, Multipurpose hall, Playground, Jogging Track",Desaru Utama Residence,SKS Group,Leasehold,"Jalan Kempas 5, Kota Tinggi, Johor",,,711,Apartment,1,Medium,Non Bumi Lot,288888,Johor,7,353.1638141809291
3.0,2.0,1346,,The Suritz,Casa Sara (SCland),Leasehold,"Taman Kelombong, Kota Kinabalu, Sabah",2015.0,,128,Condominium,2,Medium,Non Bumi Lot,576000,Sabah,,427.93462109955425
2.0,1.0,650,"Parking, Playground, Minimart, Jogging Track",MJC SOHO,,Leasehold,"Jalan Batu Kawa, Kuching, Sarawak",,,,Apartment,1,High,Non Bumi Lot,140000,Sarawak,4,215.3846153846154
3.0,2.0,945,"Security, Parking, Barbeque area",Bukit Mas Apartment,,Leasehold,"Jalan Kolam Air, Taman Desa Melawati, Taman Melawati, Kuala Lumpur",,5,,Apartment,,Low,Non Bumi Lot,200000,Kuala Lumpur,3,211.64021164021165
3.0,2.0,756,,Taman Kajang Sentral,,Freehold,"Jalan tks 5, Kajang, Selangor",,,,Apartment,,Medium,Bumi Lot,170000,Selangor,,224.86772486772486
5.0,5.0,6000,"Multipurpose hall, Lift, Parking",Lido Avenue,Mega City Avenue Sdn. Bhd.,Leasehold,"Lorong Dalapan, Kota Kinabalu, Sabah",,,,Condominium,3,High,Non Bumi Lot,2700000,Sabah,3,450.0
3.0,2.0,768,"Parking, Security, Lift, Swimming Pool, Playground",Apartment Bayu,,Leasehold,"Jalan PJU 10/4, Damansara Damai, Petaling Jaya, Selangor",,5,40,Apartment,1,Medium,Non Bumi Lot,199999,Selangor,5,260.4153645833333
3.0,2.0,753,"Parking, Security, Lift, Swimming Pool, Minimart, Playground",Ketumbar Heights,Mahajaya Berhad,Freehold,"Jalan 6/95B, Taman Cheras, Cheras, Kuala Lumpur",2010.0,14,336,Condominium,1,Low,Non Bumi Lot,280000,Kuala Lumpur,6,371.8459495351926
3.0,2.0,650,"Minimart, Lift",Angsana,,Leasehold,"Persiaran Subang Mewah, USJ 1, Subang Jaya, Selangor",,,,Apartment,,Medium,Non Bumi Lot,155000,Selangor,2,238.46153846153845
3.0,2.0,855,"Security, Swimming Pool, Gymnasium, Parking, Jogging Track",Saville @ Kajang,MKH Berhad,Freehold,"Jalan Reko, Kajang, Selangor",,,576,Service Residence,,,Non Bumi Lot,330000,Selangor,5,385.96491228070175
3.0,2.0,861,"Parking, Playground, Security",Kenari Court,,Leasehold,"Jalan Pandan Indah 6/1, Ampang, Kuala Lumpur",,5,,Apartment,,,Non Bumi Lot,279999,Kuala Lumpur,3,325.2020905923345
3.0,2.0,1600,"Squash Court, Gymnasium, Parking, Security, Swimming Pool",Puncak Athenaeum,,Freehold,"Lorong Wangsa 5A, Ulu Kelang, Ampang, Selangor",,22,320,Condominium,,,Bumi Lot,299999,Selangor,5,187.499375
3.0,2.0,833,,Permai Puteri,Permai Syukur Sdn. Bhd.,Leasehold,"Jalan 13D, Taman Dato Ahmad Razali, Ampang, Selangor",2007.0,24,299,Apartment,,,Non Bumi Lot,275000,Selangor,,330.13205282112847
3.0,2.0,927,"Parking, Security, Playground",Cengal Condominium,PPC Glomac Sdn. Bhd,Leasehold,"Jalan Sri Permaisuri 3, Bandar Sri Permaisuri, Cheras, Kuala Lumpur",2001.0,5,208,Condominium,,,Bumi Lot,350000,Kuala Lumpur,3,377.56202804746493
2.0,1.0,600,"Parking, Playground",Seksyen 2 Wangsa Maju Flat,,Leasehold,"Seksyen 2, Wangsa Maju, Wangsa Maju, Kuala Lumpur",,,,Flat,2,Low,Non Bumi Lot,215000,Kuala Lumpur,2,358.3333333333333
3.0,2.0,860,"Playground, Gymnasium, Barbeque area, Parking, Swimming Pool, Security, Lift",Greenlane Park,,Freehold,"Solok Tembaga, Island Park, Greenlane, Penang",2005.0,27,,Condominium,2,,Non Bumi Lot,460000,Penang,7,534.8837209302326
3.0,2.0,860,"Security, Playground, Barbeque area, Parking, Swimming Pool, Gymnasium, Lift",Greenlane Park,,Freehold,"Solok Tembaga, Island Park, Greenlane, Penang",2005.0,27,,Condominium,1,,Non Bumi Lot,450000,Penang,7,523.2558139534884
3.0,2.0,860,"Security, Playground, Barbeque area, Parking, Swimming Pool, Gymnasium, Lift",Greenlane Park,,Freehold,"Solok Tembaga, Island Park, Greenlane, Penang",2005.0,27,,Condominium,2,,Non Bumi Lot,450000,Penang,7,523.2558139534884
3.0,2.0,860,"Parking, Playground, Swimming Pool, Security, Gymnasium, Barbeque area, Lift",Greenlane Park,,Freehold,"Solok Tembaga, Island Park, Greenlane, Penang",2005.0,27,,Condominium,1,,Non Bumi Lot,420000,Penang,7,488.3720930232558
3.0,2.0,700,"Parking, Playground, Gymnasium, Multipurpose hall, Jogging Track, Barbeque area, Security, Lift",Harmony View,Belleview Group,Freehold,"Lintang Slim, Off Perak Road, Jelutong, Penang",2009.0,23,,Apartment,1,Medium,Non Bumi Lot,380000,Penang,8,542.8571428571429
3.0,2.0,700,"Parking, Security, Lift",Taman Kang Har Tong,OHM Group,Freehold,"Lorong Gemilang Off Jalan Perak, Jelutong, Penang",,16,,Apartment,1,Low,Non Bumi Lot,380000,Penang,3,542.8571428571429
3.0,2.0,1000,"Security, Playground, Gymnasium, Tennis Court, Parking, Minimart, Swimming Pool, Sauna, Lift",The Rise Collection 3,Zubicon Sdn. Bhd.,Freehold,"Jln Dr. Wu Lien Teh, Georgetown, Penang",2020.0,,,Apartment,2,High,Non Bumi Lot,530000,Penang,9,530.0
3.0,2.0,1270,"Security, Parking, Lift, Swimming Pool, Playground",Aspen Residences,Rimbaco Sdn Bhd,Freehold,"Jalan Perak, Jelutong,, Jelutong, Penang",,,,Condominium,2,Medium,Non Bumi Lot,740000,Penang,5,582.6771653543307
3.0,3.0,1313,"Parking, Security, Lift, Swimming Pool, Playground",BaysWater,IJM Land Berhad,Freehold,"2A - 2B, Lebuh Tunku Kudin 2, Gelugor, Penang",2007.0,,396,Condominium,3,Medium,Non Bumi Lot,910000,Penang,5,693.0693069306931
3.0,2.0,947,"Parking, Security, Club house, Sauna, Playground, Gymnasium, Barbeque area, Tennis Court, Jogging Track, Lift",The Spring,IJM LAND BERHAD,Leasehold,"Lebuh Sungai Pinang 2, Jelutong, Penang",2017.0,22,396,Condominium,2,High,Non Bumi Lot,518000,Penang,10,546.9904963041183
2.0,2.0,697,Playground,Flat Taman Bukit Angkasa,,Leasehold,"Off Jalan Pantai Dalam, Bangsar South, Kuala Lumpur",,,,Flat,,,Bumi Lot,246000,Kuala Lumpur,1,352.94117647058823
3.0,2.0,954,"Gymnasium, Swimming Pool, Barbeque area, Jogging Track, Parking, Security, Lift, Playground, Minimart",Jentayu Residensi @ Tampoi,,Freehold,"Jalan Tampoi, Johor Bahru, Johor",2013.0,,512,Service Residence,1,Medium,Non Bumi Lot,368000,Johor,9,385.74423480083857
3.0,2.0,750,"Security, Playground, Minimart",Seri Saujana Apartment,PLB Land Sdn Bhd,Leasehold,"Jalan SP 4/4, Bandar Saujana Putra, Jenjarom, Selangor",,,,Apartment,,Low,Bumi Lot,210000,Selangor,3,280.0
1.0,1.0,454,"Parking, Lift, Security",PD Tiara Bay,,Freehold,"Jalan Pasir Panjang, Pasir Panjang, Negeri Sembilan",,,,Apartment,,Medium,Bumi Lot,60000,Negeri Sembilan,3,132.15859030837004
4.0,5.0,2872,"Parking, Security, Lift, Swimming Pool, Playground, Club house",Serene Mont Kiara Sri Hartamas,,Freehold,"Jalan Laman Kiara, Kuala Lumpur, Sri Hartamas",,,,Duplex,3,Low,Malay Reserved,2250000,Sri Hartamas,6,783.4261838440111
3.0,2.0,800,"Playground, Parking",Pangsapuri Carlina,,Leasehold,"Jalan Sepah Puteri 5/1, PJU5, Kota Damansara, Selangor",,6,,Apartment,1,,Bumi Lot,315000,Selangor,2,393.75
